,index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,pred_salse
5506,492995,508,2,23/07/2013,491,1,0,0,1,5199.17
5507,472404,241,1,21/01/2013,701,1,1,0,0,6848.8640000000005
5508,235012,196,6,21/06/2014,595,1,0,0,0,3931.06
5509,413581,62,4,18/07/2013,839,1,1,0,0,7989.121666666666
5510,357262,338,5,19/07/2013,625,1,1,0,1,7187.818666666666
5511,1173,1011,2,22/07/2014,849,1,0,0,1,6370.38
5512,659705,202,1,02/06/2014,688,1,1,0,0,8107.431666666666
5513,54004,806,7,29/09/2013,0,0,0,0,0,0.0
5514,534553,402,1,17/03/2014,709,1,1,0,0,7446.06
5515,460847,1014,3,26/02/2014,1141,1,0,0,0,8896.353333333333
5516,92862,1103,3,03/06/2015,576,1,1,0,0,6950.78
5517,419724,106,7,05/10/2014,0,0,0,0,0,0.0
5518,363343,417,7,26/07/2015,0,0,0,0,0,0.0
5519,260165,289,3,22/10/2014,521,1,1,0,1,6414.000547619047
5520,397072,235,5,18/10/2013,438,1,0,0,1,4625.546666666667
5521,585085,801,2,25/02/2014,288,1,0,0,0,2642.21
5522,402267,1047,1,29/09/2014,609,1,1,0,0,5681.125
5523,24759,1054,2,04/03/2014,755,1,1,0,0,8397.326666666666
5524,147292,914,5,03/05/2013,1197,1,1,0,0,10631.35
5525,637253,549,2,18/06/2013,588,1,1,0,0,5402.058238095239
5526,585812,594,4,07/02/2013,450,1,1,0,1,4828.98969047619
5527,384886,1043,1,04/11/2013,1359,1,1,0,0,10394.3
5528,181871,239,3,09/10/2013,469,1,1,0,0,4745.24
5529,101717,19,2,13/01/2015,650,1,1,0,0,6799.714500000001
5530,580286,27,6,23/11/2013,901,1,0,0,0,7265.18
5531,426719,866,7,12/04/2015,0,0,0,0,0,0.0
5532,197064,438,1,18/05/2015,791,1,1,0,0,9173.96
5533,410114,709,1,29/06/2015,1797,1,1,0,0,14746.3
5534,221746,658,3,07/05/2014,660,1,1,0,0,7029.0740000000005
5535,346169,111,3,03/07/2013,645,1,1,0,0,7997.7880000000005
5536,261593,80,1,06/10/2014,755,1,1,0,0,10155.75
5537,214120,177,6,07/12/2013,244,1,0,0,0,2058.42
5538,544045,307,6,06/12/2014,232,1,0,0,0,1872.1247619047617
5539,21809,442,1,21/07/2014,393,1,0,0,0,3455.307999999999
5540,347744,6,5,04/04/2014,648,1,1,0,0,5558.27
5541,500673,213,1,12/01/2015,733,1,1,0,0,9879.59
5542,60046,1017,7,13/10/2013,0,0,0,0,0,0.0
5543,186101,218,2,17/09/2013,717,1,0,0,0,5070.39
5544,68536,526,6,19/04/2014,1209,1,0,0,0,7453.441666666665
5545,327731,185,6,16/11/2013,525,1,0,0,0,6061.394666666668
5546,645592,350,2,30/07/2013,524,1,1,0,1,7286.79
5547,396459,94,4,15/05/2014,550,1,0,0,0,5430.008333333335
5548,349671,66,1,25/11/2013,512,1,0,0,0,5377.871095238095
5549,541027,53,5,19/07/2013,667,1,1,0,1,6678.216666666667
5550,518246,216,4,09/01/2014,882,1,1,0,0,7339.731333333334
5551,305734,1006,4,17/04/2014,1139,1,1,0,1,9875.13
5552,260638,306,4,28/02/2013,486,1,0,0,0,4337.2175
5553,397511,885,2,24/12/2013,249,1,0,0,1,2237.3806666666665
5554,558781,227,4,24/07/2014,455,1,0,0,1,4455.9
5555,470584,832,6,15/03/2014,641,1,0,0,0,7169.67
5556,481466,18,3,24/04/2013,662,1,1,0,0,6557.3
5557,418488,336,7,02/06/2013,0,0,0,0,0,0.0
5558,372015,749,1,25/08/2014,618,1,0,0,1,4364.1900000000005
5559,388160,199,4,15/05/2014,566,1,0,0,0,6968.601833333333
5560,681282,806,3,29/05/2013,630,1,1,0,1,8932.36
5561,200885,78,2,05/03/2013,604,1,1,0,0,5764.483333333333
5562,684596,600,2,03/02/2015,568,1,1,0,0,6952.888333333332
5563,234136,585,5,12/04/2013,1076,1,1,0,0,7779.25
5564,266739,886,7,15/06/2014,0,0,0,0,0,0.0
5565,553298,834,2,12/08/2014,533,1,0,0,1,4211.25
5566,355416,1042,7,22/02/2015,0,0,0,0,0,0.0
5567,196198,804,5,05/07/2013,461,1,1,0,0,5356.29
5568,118253,547,2,27/08/2013,481,1,1,0,1,7041.4980000000005
5569,121572,640,1,08/06/2015,859,1,0,0,0,10223.499
5570,37468,593,1,13/04/2015,1386,1,1,0,1,11092.64
5571,2493,1083,2,14/05/2013,340,1,1,0,0,4806.255
5572,176872,592,4,19/06/2014,0,0,1,a,0,0.0
5573,23574,966,7,03/02/2013,0,0,0,0,0,0.0
5574,431158,624,2,10/12/2013,753,1,0,0,0,7304.52
5575,311625,1093,3,14/05/2014,772,1,0,0,0,7181.677500000002
5576,440279,183,6,16/11/2013,349,1,0,0,0,2869.065
5577,310390,71,7,16/11/2014,0,0,0,0,0,0.0
5578,453608,579,2,03/12/2013,1101,1,1,0,0,11272.696666666665
5579,311179,827,1,17/02/2014,1492,1,1,0,0,12144.03
5580,5234,1065,6,07/03/2015,321,1,0,0,0,2477.5375
5581,383361,543,6,13/07/2013,174,1,0,0,1,1638.955
5582,559299,434,1,04/05/2015,885,1,1,0,0,9633.874666666667
5583,682343,787,1,06/01/2014,1513,1,1,0,0,15770.8
5584,625350,981,3,02/04/2014,760,1,1,0,0,8012.78
5585,228938,1115,3,15/05/2013,338,1,1,0,0,4906.16
5586,150040,896,3,02/04/2014,1060,1,1,0,0,6652.176666666666
5587,538873,430,1,08/06/2015,719,1,0,0,0,8418.27
5588,485021,1039,2,01/04/2014,1145,1,1,0,0,10317.78
5589,553337,535,1,28/04/2014,1313,1,1,0,0,13021.839333333335
5590,355995,236,1,07/10/2013,1099,1,1,0,1,10197.28
5591,611477,661,4,01/08/2013,577,1,1,0,1,6668.611833333333
5592,418771,961,2,13/01/2015,657,1,1,0,0,6164.12
5593,442083,356,4,11/04/2013,416,1,1,0,0,5317.041047619048
5594,52632,415,5,07/03/2014,606,1,1,0,0,7621.255
5595,619018,995,4,19/03/2015,817,1,1,0,0,9686.35
5596,543493,230,6,05/04/2014,925,1,0,0,0,6723.71
5597,654240,357,6,06/04/2013,921,1,0,0,0,6337.735
5598,451072,741,6,14/02/2015,1014,1,0,0,0,8355.8025
5599,178334,151,2,29/10/2013,625,1,0,0,0,6470.663333333334
5600,599559,1016,7,30/11/2014,0,0,0,0,0,0.0
5601,74094,652,1,12/01/2015,958,1,1,0,0,10556.02
5602,287926,1101,1,23/12/2013,1875,1,0,0,1,7098.84
5603,394538,772,5,09/08/2013,406,1,0,0,0,2878.1651666666667
5604,270431,421,2,22/10/2013,660,1,1,0,0,6870.53
5605,576219,910,7,08/06/2014,0,0,0,0,0,0.0
5606,463463,496,5,25/07/2014,635,1,0,0,1,5765.395416666667
5607,176231,639,6,03/08/2013,301,1,0,0,0,2821.854785714286
5608,221826,1090,1,22/06/2015,716,1,0,0,0,5055.7925
5609,86944,721,4,04/09/2014,759,1,1,0,0,7795.53
5610,689943,905,5,26/12/2014,0,0,0,c,1,0.0
5611,577784,1088,2,12/02/2013,477,1,0,0,0,4496.405
5612,327549,528,5,08/11/2013,1125,1,1,0,0,12640.19
5613,499846,356,4,31/07/2014,560,1,1,0,1,8372.565
5614,481825,17,7,22/09/2013,0,0,0,0,0,0.0
5615,303649,536,7,05/01/2014,0,0,0,0,0,0.0
5616,210786,392,4,02/01/2014,732,1,0,0,1,7227.619166666667
5617,240923,517,6,16/03/2013,350,1,0,0,0,2995.525
5618,677048,232,7,13/04/2014,0,0,0,0,0,0.0
5619,554407,563,5,31/05/2013,1088,1,1,0,0,10609.605
5620,20974,998,6,08/11/2014,514,1,0,0,0,3744.7601666666674
5621,163275,943,4,28/11/2013,566,1,0,0,0,5727.094166666666
5622,43463,998,7,13/07/2014,0,0,0,0,0,0.0
5623,696311,661,6,09/08/2014,509,1,0,0,1,5593.243333333334
5624,438823,929,7,17/03/2013,0,0,0,0,0,0.0
5625,398860,82,7,07/12/2014,0,0,0,0,0,0.0
5626,300824,460,4,18/07/2013,385,1,1,0,1,4346.55
5627,272317,994,4,10/01/2013,590,1,1,0,0,6842.4
5628,615700,253,2,09/12/2014,641,1,0,0,0,4438.22
5629,125454,434,2,24/02/2015,585,1,0,0,0,6948.91
5630,381450,790,5,29/03/2013,0,0,1,b,1,0.0
5631,256134,687,3,02/07/2014,820,1,1,0,0,10022.56
5632,382793,859,5,29/03/2013,0,0,1,b,1,0.0
5633,698412,525,4,05/09/2013,750,1,0,0,0,8584.72
5634,459861,318,5,24/01/2014,789,1,1,0,0,9587.7075
5635,78294,401,5,28/03/2014,618,1,0,0,0,6284.19
5636,86608,684,1,30/06/2014,861,1,1,0,0,12139.623333333335
5637,64939,772,6,03/05/2014,496,1,0,0,0,3633.7989523809524
5638,632584,981,6,02/08/2014,678,1,0,0,0,5554.335
5639,3107,530,1,01/04/2013,996,1,0,b,1,5884.31
5640,602429,365,3,21/01/2015,446,1,0,0,0,3536.7502857142854
5641,589289,125,1,09/09/2013,1571,1,1,0,0,12465.125
5642,420223,77,2,05/02/2013,654,1,1,0,0,7519.352
5643,23377,617,2,04/06/2013,689,1,1,0,0,7543.94
5644,484525,1070,3,31/07/2013,1049,1,1,0,1,9546.586666666668
5645,123558,669,4,02/05/2013,480,1,1,0,0,5225.0070000000005
5646,613566,44,3,09/07/2014,566,1,0,0,1,4520.363
5647,675742,647,3,28/05/2014,712,1,0,0,0,5305.6359999999995
5648,387381,592,4,21/11/2013,724,1,1,0,0,6324.166
5649,232924,472,5,04/10/2013,743,1,0,0,1,5945.193333333334
5650,282737,254,5,17/07/2015,271,1,1,0,0,3432.36
5651,341537,434,3,11/09/2013,710,1,1,0,1,9996.32
5652,178424,344,7,14/04/2013,0,0,0,0,0,0.0
5653,90149,906,4,04/06/2015,0,0,1,a,0,0.0
5654,523104,180,6,02/11/2013,931,1,0,0,0,7302.726
5655,157220,1060,5,08/02/2013,915,1,1,0,0,8765.77
5656,426684,47,7,13/07/2014,0,0,0,0,0,0.0
5657,107854,201,5,09/01/2015,474,1,1,0,0,6231.939833333334
5658,459902,520,1,09/03/2015,406,1,0,0,0,3658.1471666666666
5659,607906,367,1,05/01/2015,709,1,1,0,1,7646.91
5660,702257,193,7,24/02/2013,0,0,0,0,0,0.0
5661,370971,751,7,13/04/2014,0,0,0,0,0,0.0
5662,96248,118,5,04/01/2013,533,1,0,0,1,5018.40007142857
5663,504789,88,4,06/11/2014,674,1,1,0,0,6776.774666666667
5664,175890,38,1,21/10/2013,666,1,1,0,1,8147.8533333333335
5665,341523,718,2,23/07/2013,771,1,0,0,1,7036.63
5666,264929,818,3,18/12/2013,851,1,1,0,0,9611.521333333336
5667,243197,280,4,26/03/2015,476,1,0,0,0,5126.917777777778
5668,296228,538,6,03/01/2015,278,1,0,0,0,2602.0003095238094
5669,430219,777,6,18/01/2014,360,1,0,0,0,4137.479666666666
5670,537947,953,3,31/07/2013,702,1,1,0,1,8098.73
5671,464861,564,6,14/02/2015,547,1,0,0,0,5000.306666666666
5672,178087,498,4,04/07/2013,913,1,1,0,0,6767.89895238095
5673,552312,885,1,05/08/2013,589,1,0,0,1,3848.738
5674,181269,552,7,12/07/2015,0,0,0,0,0,0.0
5675,627918,340,7,25/01/2015,0,0,0,0,0,0.0
5676,240506,385,7,02/03/2014,0,0,0,0,0,0.0
5677,653150,910,4,02/10/2014,681,1,1,0,0,6272.608333333333
5678,357806,788,1,15/04/2013,1730,1,0,0,0,16003.09
5679,706266,866,7,28/06/2015,0,0,0,0,0,0.0
5680,39054,214,3,29/01/2014,547,1,0,0,0,6479.19
5681,512154,365,5,02/05/2014,753,1,1,0,0,8287.82
5682,576388,487,5,13/02/2015,700,1,0,0,0,6703.255238095239
5683,691259,176,7,26/01/2014,0,0,0,0,0,0.0
5684,590252,825,3,19/03/2014,443,1,1,0,0,5310.47
5685,419654,130,2,13/05/2014,548,1,0,0,0,4928.924666666668
5686,168102,151,5,14/03/2014,602,1,0,0,0,5865.987666666667
5687,72047,301,2,12/05/2015,588,1,0,0,0,4759.898571428572
5688,29475,229,2,21/10/2014,630,1,1,0,1,8770.518333333333
5689,537856,905,4,02/07/2015,1104,1,1,0,1,8081.57
5690,153342,219,4,16/04/2015,453,1,1,0,0,3262.908666666667
5691,346109,445,1,30/12/2013,1833,1,0,0,1,11239.53
5692,666046,616,5,29/05/2015,1002,1,0,0,0,9060.526
5693,501114,966,1,14/01/2013,592,1,0,0,0,4467.612
5694,698379,268,4,23/04/2015,461,1,0,0,0,3298.47
5695,652511,746,4,24/04/2014,401,1,0,0,1,4303.17
5696,532759,3,2,07/07/2015,657,1,0,0,1,5535.5419999999995
5697,494869,1082,1,10/06/2013,987,1,0,0,0,6354.355
5698,322272,484,4,23/01/2014,634,1,1,0,0,6328.13
5699,262402,448,2,23/07/2013,605,1,0,0,1,6908.135
5700,598098,322,7,14/07/2013,0,0,0,0,0,0.0
5701,397570,636,2,28/07/2015,944,1,1,0,0,9291.26
5702,633235,124,5,15/08/2014,503,1,0,0,1,4089.66
5703,487855,827,7,02/02/2014,0,0,0,0,0,0.0
5704,234019,315,5,24/07/2015,437,1,0,0,1,3843.98
5705,642444,416,1,24/11/2014,1754,1,1,0,0,15248.014888888889
5706,169004,636,1,10/03/2014,533,1,0,0,0,3604.2509999999997
5707,317007,404,5,27/09/2013,567,1,1,0,0,4795.04
5708,38525,1099,2,26/05/2015,1040,1,0,0,0,6498.738
5709,197160,647,2,15/04/2014,844,1,1,0,0,8115.733333333334
5710,603105,960,6,24/08/2013,464,1,0,0,0,4796.93
5711,33111,516,5,03/10/2014,0,0,1,a,0,0.0
5712,453204,559,4,08/08/2013,714,1,0,0,1,4969.4178571428565
5713,308347,198,7,27/04/2014,0,0,0,0,0,0.0
5714,352345,758,5,28/06/2013,657,1,0,0,0,4191.99
5715,637454,1024,7,02/06/2013,0,0,0,0,0,0.0
5716,514433,192,2,10/12/2013,498,1,0,0,0,6620.44
5717,40899,388,6,18/05/2013,918,1,0,0,0,9051.382476190476
5718,457429,699,4,28/03/2013,1350,1,1,0,1,14762.045
5719,202717,668,5,01/05/2015,0,0,1,a,0,0.0
5720,622440,271,3,10/04/2013,895,1,1,0,0,8514.868571428571
5721,529239,831,1,23/06/2014,1569,1,0,0,0,11425.34
5722,221408,855,6,11/01/2014,429,1,0,0,0,3590.63
5723,386080,956,4,16/01/2014,483,1,0,0,0,3279.5109285714284
5724,521045,248,3,22/05/2013,952,1,0,0,0,6562.23
5725,224611,1058,4,10/01/2013,681,1,1,0,0,7116.848238095239
5726,63093,437,2,30/07/2013,871,1,1,0,1,10050.17
5727,388855,847,4,27/03/2014,824,1,0,0,0,5323.05
5728,461455,585,7,15/12/2013,0,0,0,0,0,0.0
5729,280027,602,3,25/02/2015,609,1,0,0,0,5856.113333333333
5730,135815,728,7,13/04/2014,0,0,0,0,0,0.0
5731,708231,659,4,12/02/2015,612,1,0,0,0,4653.52
5732,229229,1025,4,19/06/2014,0,0,1,a,0,0.0
5733,400196,1099,4,20/02/2014,945,1,1,0,0,8375.536666666667
5734,564303,503,2,10/03/2015,333,1,0,0,0,4474.418
5735,497281,679,1,04/03/2013,1511,1,1,0,0,15138.95
5736,571925,229,4,03/04/2014,748,1,1,0,0,8602.132
5737,487154,302,3,24/09/2014,239,1,0,0,0,2348.762583333333
5738,638024,308,1,07/01/2013,1290,1,1,0,0,13402.6275
5739,454630,643,5,22/02/2013,1038,1,1,0,0,8965.786666666667
5740,397073,978,4,13/03/2014,846,1,0,0,0,5682.94
5741,177074,122,7,02/02/2014,0,0,0,0,0,0.0
5742,271834,811,1,06/10/2014,819,1,1,0,0,5670.51
5743,266870,260,4,26/12/2013,0,0,0,c,1,0.0
5744,190192,122,5,21/03/2014,603,1,1,0,0,5413.085999999999
5745,434815,263,6,29/06/2013,392,1,0,0,0,4060.325
5746,642908,324,4,27/11/2014,871,1,1,0,0,7389.5
5747,74745,420,4,30/07/2015,485,1,1,0,0,5844.764285714286
5748,561612,218,4,15/05/2014,688,1,0,0,0,4605.704666666667
5749,465356,1107,2,30/07/2013,779,1,1,0,0,8110.556
5750,181772,906,6,27/04/2013,1073,1,0,0,0,11590.69
5751,24353,129,3,30/01/2013,1002,1,0,0,0,7358.018571428572
5752,634944,759,5,13/09/2013,880,1,1,0,0,8521.37
5753,85878,364,2,19/11/2013,619,1,1,0,0,5905.753333333334
5754,232410,558,7,29/06/2014,0,0,0,0,0,0.0
5755,454844,843,7,09/03/2014,0,0,0,0,0,0.0
5756,283481,653,4,27/11/2014,561,1,1,0,0,6411.096666666667
5757,526386,738,6,25/04/2015,701,1,0,0,0,8660.08
5758,209002,750,7,15/02/2015,0,0,0,0,0,0.0
5759,606869,69,1,06/05/2013,1134,1,0,0,0,8392.757333333331
5760,164433,318,4,05/12/2013,958,1,1,0,0,11671.71
5761,527837,1083,7,21/09/2014,0,0,0,0,0,0.0
5762,300537,128,5,17/07/2015,704,1,1,0,0,9395.223857142855
5763,247455,844,5,08/08/2014,433,1,1,0,1,4609.52
5764,551718,963,5,30/05/2014,1246,1,0,0,1,11913.12
5765,475832,657,5,11/10/2013,696,1,1,0,0,6511.19
5766,523641,1016,3,18/02/2015,563,1,1,0,0,6508.49125
5767,608666,347,4,01/01/2015,0,0,0,a,1,0.0
5768,439594,299,6,30/11/2013,645,1,0,0,0,5684.036
5769,205345,266,1,09/03/2015,572,1,0,0,0,4735.85
5770,10388,666,5,04/04/2014,690,1,1,0,0,7698.534666666666
5771,36756,199,6,11/05/2013,678,1,0,0,0,8037.75
5772,436333,749,7,06/07/2014,0,0,0,0,0,0.0
5773,161405,488,2,23/06/2015,340,1,0,0,0,2983.2162380952373
5774,40280,11,6,01/03/2014,896,1,0,0,0,6760.529666666666
5775,116953,583,2,11/02/2014,398,1,0,0,1,3418.273333333333
5776,525353,164,2,14/04/2015,704,1,1,0,0,6869.2119999999995
5777,479000,965,1,04/08/2014,1312,1,1,0,1,13242.206499999998
5778,180702,129,1,24/02/2014,999,1,0,0,0,8229.759404761906
5779,269222,394,1,03/03/2014,786,1,1,0,0,10570.44
5780,169830,370,6,25/10/2014,628,1,0,0,0,6866.09
5781,141640,971,2,30/09/2014,1057,1,1,0,0,9569.45
5782,196043,721,3,20/11/2013,794,1,1,0,0,8335.448333333332
5783,654032,64,4,16/01/2014,670,1,0,0,0,8475.19
5784,159186,9,7,23/11/2014,0,0,0,0,0,0.0
5785,137688,811,2,01/07/2014,827,1,1,0,0,5309.48
5786,682532,754,1,04/11/2013,1402,1,1,0,0,11798.23
5787,154546,1063,5,21/02/2014,543,1,1,0,0,4370.46
5788,234911,487,4,05/12/2013,604,1,1,0,0,6745.768666666667
5789,351999,562,3,15/05/2013,3257,1,1,0,0,19963.87
5790,196274,794,1,23/09/2013,485,1,1,0,0,2970.2533333333336
5791,472874,1056,5,06/06/2014,507,1,1,0,0,5953.12
5792,478222,1028,7,13/10/2013,0,0,0,0,0,0.0
5793,268977,499,6,20/09/2014,725,1,0,0,0,4545.54
5794,69103,1083,1,19/01/2015,324,1,0,0,0,4686.205333333333
5795,508851,661,7,09/06/2013,0,0,0,0,0,0.0
5796,292026,510,1,12/01/2015,988,1,1,0,0,10766.088666666667
5797,12676,1050,7,30/11/2014,0,0,0,0,0,0.0
5798,322900,527,5,15/03/2013,1038,1,0,0,0,10933.96
5799,477650,538,2,24/06/2014,608,1,0,0,0,3901.585833333333
5800,425429,200,6,24/01/2015,738,1,0,0,0,6132.6175
5801,227000,354,3,05/02/2014,701,1,1,0,0,8466.04
5802,295858,43,5,19/12/2014,815,1,1,0,0,10188.628333333332
5803,633107,215,2,24/09/2013,474,1,1,0,0,6777.256999999999
5804,256946,1097,7,15/06/2014,2828,1,0,0,0,13676.21
5805,32676,553,2,03/09/2013,478,1,0,0,1,5266.82
5806,187396,963,5,22/08/2014,968,1,1,0,1,8988.085
5807,365540,676,6,08/03/2014,1188,1,0,0,0,5984.176666666666
5808,617100,980,6,09/11/2013,445,1,0,0,0,5514.665476190476
5809,499165,848,2,01/07/2014,852,1,1,0,0,8070.765
5810,566413,293,7,14/12/2014,0,0,0,0,0,0.0
5811,173896,281,3,10/12/2014,504,1,0,0,0,4757.0171666666665
5812,192634,369,4,01/01/2015,0,0,0,a,1,0.0
5813,258511,157,5,20/09/2013,866,1,0,0,0,7669.361666666669
5814,208848,718,4,10/07/2014,844,1,0,0,0,7263.173333333334
5815,9949,419,3,06/03/2013,949,1,1,0,0,5994.1995
5816,615441,1003,7,10/02/2013,0,0,0,0,0,0.0
5817,339994,907,2,30/04/2013,1014,1,1,0,0,7707.29
5818,79317,553,2,25/11/2014,518,1,1,0,0,5742.979666666667
5819,697336,66,2,28/07/2015,535,1,1,0,0,6342.67
5820,559348,1036,1,06/01/2014,517,1,1,0,1,6206.86
5821,636992,1098,3,27/02/2013,692,1,0,0,0,4689.803222222222
5822,614299,938,2,07/04/2015,1074,1,0,0,1,9674.41
5823,487495,142,1,03/06/2013,689,1,1,0,0,6058.96
5824,113450,614,7,08/06/2014,0,0,0,0,0,0.0
5825,548988,772,1,15/09/2014,590,1,1,0,0,4468.5525
5826,567194,288,6,02/03/2013,391,1,0,0,0,4482.746
5827,431236,263,3,25/02/2015,330,1,0,0,0,3423.825
5828,246671,200,5,23/01/2015,816,1,0,0,0,6287.283214285713
5829,100759,545,1,12/01/2015,1207,1,1,0,0,13255.483095238096
5830,650727,831,4,09/05/2013,0,0,0,a,0,0.0
5831,498027,834,4,23/01/2014,696,1,1,0,0,6868.736666666668
5832,53231,160,7,07/06/2015,0,0,0,0,0,0.0
5833,652072,269,4,12/06/2014,1203,1,0,0,0,8366.01
5834,449699,738,2,19/02/2013,647,1,1,0,0,8289.77
5835,178777,936,1,26/05/2014,813,1,0,0,0,6659.4766666666665
5836,339432,596,3,27/05/2015,658,1,0,0,0,3932.7263333333335
5837,442507,1088,2,19/08/2014,521,1,1,0,1,5940.852
5838,315947,987,6,07/03/2015,522,1,0,0,0,3852.06
5839,137256,314,3,02/01/2013,560,1,0,0,1,4769.280666666667
5840,116419,1033,6,16/05/2015,925,1,0,0,0,9070.6475
5841,107071,1102,6,21/03/2015,651,1,0,0,0,6427.366999999999
5842,675048,946,3,10/12/2014,465,1,0,0,0,3906.597
5843,277741,498,1,08/06/2015,877,1,0,0,0,6686.189166666667
5844,329050,40,1,13/01/2014,507,1,0,0,0,3521.2930000000006
5845,704281,1016,1,10/03/2014,406,1,0,0,0,4024.673095238096
5846,670102,358,5,01/05/2015,0,0,1,a,0,0.0
5847,478227,682,4,17/04/2014,2352,1,1,0,1,18966.49
5848,584973,919,4,26/02/2015,657,1,0,0,0,5151.608333333333
5849,490517,949,5,15/08/2014,442,1,0,0,1,4178.0425
5850,225,338,2,10/12/2013,632,1,0,0,0,6413.93
5851,137699,961,4,27/11/2014,716,1,1,0,0,7049.9394999999995
5852,150599,918,5,26/12/2014,0,0,0,c,1,0.0
5853,58165,563,7,14/12/2014,0,0,0,0,0,0.0
5854,673773,807,3,08/05/2013,1097,1,0,0,0,11195.426666666668
5855,85918,569,5,18/10/2013,685,1,0,0,0,4572.224166666667
5856,219022,102,7,29/03/2015,0,0,0,0,0,0.0
5857,379985,750,2,03/09/2013,276,1,0,0,1,2465.01
5858,516432,298,7,06/10/2013,0,0,0,0,0,0.0
5859,257229,1082,3,02/04/2014,991,1,1,0,0,6857.106666666667
5860,566772,421,7,10/03/2013,0,0,0,0,0,0.0
5861,692902,979,6,16/03/2013,560,1,0,0,0,4991.532
5862,478120,732,7,06/01/2013,0,0,0,0,0,0.0
5863,697749,415,5,08/03/2013,530,1,1,0,0,6629.360833333332
5864,468631,414,2,11/02/2014,370,1,0,0,0,4491.931666666667
5865,250235,884,4,30/01/2014,445,1,0,0,0,4254.487
5866,244411,592,7,04/08/2013,0,0,0,0,0,0.0
5867,305404,552,4,30/05/2013,0,0,1,a,0,0.0
5868,3843,427,3,12/06/2013,667,1,0,0,0,5957.761166666664
5869,66848,226,7,22/09/2013,0,0,0,0,0,0.0
5870,349376,302,1,10/11/2014,392,1,1,0,0,5517.38
5871,361876,69,7,03/05/2015,0,0,0,0,0,0.0
5872,427413,156,2,17/12/2013,1209,1,1,0,0,14964.15
5873,24631,442,3,16/10/2013,326,1,0,0,0,2742.7830555555556
5874,299795,1035,6,09/03/2013,214,1,0,0,0,1747.41
5875,495360,693,2,17/12/2013,848,1,1,0,0,12916.74
5876,255989,224,4,30/04/2015,688,1,1,0,0,9992.37
5877,365562,963,1,15/07/2013,1588,1,1,0,1,18178.22
5878,542243,691,2,24/03/2015,493,1,0,0,0,5956.218285714285
5879,619738,983,7,03/11/2013,0,0,0,0,0,0.0
5880,279203,218,2,10/09/2013,869,1,1,0,1,6771.511166666666
5881,90862,349,6,09/02/2013,0,0,0,0,0,0.0
5882,212227,547,1,03/06/2013,471,1,1,0,0,6306.963333333334
5883,297000,1088,7,08/09/2013,0,0,0,0,0,0.0
5884,80208,606,1,06/01/2014,769,1,1,0,0,7817.366666666668
5885,35584,1077,6,21/09/2013,271,1,0,0,0,2555.91
5886,387674,8,1,01/09/2014,918,1,1,0,0,8935.06
5887,690749,188,4,21/11/2013,446,1,1,0,0,5383.835999999999
5888,335412,46,4,13/03/2014,493,1,0,0,0,3529.3209642857146
5889,278773,129,5,21/03/2014,1239,1,1,0,0,10664.89
5890,624335,1026,1,15/07/2013,1574,1,1,0,0,14812.58
5891,17542,991,3,05/02/2014,431,1,1,0,0,4756.09
5892,164646,610,5,04/04/2014,632,1,1,0,0,5912.8
5893,25605,784,4,08/08/2013,739,1,0,0,1,6064.345
5894,60820,433,5,23/01/2015,544,1,0,0,0,4534.70119047619
5895,127874,1018,6,19/01/2013,1537,1,0,0,0,12752.67
5896,396767,133,5,25/04/2014,681,1,0,0,1,5239.27
5897,557330,659,6,21/06/2014,420,1,0,0,0,3479.598
5898,49901,357,3,01/01/2014,0,0,0,a,1,0.0
5899,433426,530,1,12/01/2015,303,1,1,0,0,2589.7046666666665
5900,436199,934,3,24/04/2013,620,1,1,0,0,6468.554
5901,361943,1067,2,05/05/2015,504,1,1,0,0,6138.1613333333335
5902,341974,481,5,08/03/2013,390,1,1,0,0,4506.15
5903,109273,338,2,10/03/2015,483,1,0,0,0,5493.608
5904,275689,678,2,23/07/2013,641,1,0,0,1,5253.695
5905,83185,130,6,12/07/2014,499,1,0,0,0,4285.8516666666665
5906,328365,521,3,26/11/2014,406,1,1,0,0,5183.554428571428
5907,599010,110,4,03/07/2014,635,1,1,0,0,5271.7091666666665
5908,394967,1086,1,12/08/2013,1541,1,1,0,1,14898.91
5909,77564,789,1,24/02/2014,536,1,0,0,0,3739.425
5910,24999,31,4,17/10/2013,454,1,0,0,1,4168.5
5911,333447,983,2,20/01/2015,878,1,0,0,0,6548.537833333333
5912,391655,836,6,10/01/2015,281,1,0,0,0,2425.578666666667
5913,413867,326,7,05/05/2013,0,0,0,0,0,0.0
5914,708080,592,3,06/05/2015,588,1,1,0,0,5374.07
5915,460128,231,4,05/02/2015,416,1,1,0,0,5310.56
5916,102454,968,4,09/07/2015,838,1,0,0,0,6673.62
5917,220541,487,7,05/04/2015,0,0,0,0,0,0.0
5918,241148,194,1,28/01/2013,318,1,0,0,0,3332.91
5919,572771,288,6,25/07/2015,427,1,0,0,0,5083.3
5920,699435,176,6,12/10/2013,367,1,0,0,0,2773.5073333333335
5921,338165,453,1,02/09/2013,1033,1,0,0,0,8025.08875
5922,375137,339,7,13/07/2014,0,0,0,0,0,0.0
5923,189594,84,7,28/04/2013,0,0,0,0,0,0.0
5924,623583,984,1,21/01/2013,737,1,1,0,0,6864.87
5925,485341,105,1,28/07/2014,673,1,1,0,0,6497.695
